average_price,type,year,geography
1.67,Organic,2020,Grand Rapids
0.93,Conventional,2020,Great Lakes
1.51,Organic,2020,Great Lakes
1.01,Conventional,2020,Harrisburg/Scranton
1.62,Organic,2020,Harrisburg/Scranton
1.34,Conventional,2020,Hartford/Springfield
2.18,Organic,2020,Hartford/Springfield
0.73,Conventional,2020,Houston
1.26,Organic,2020,Houston
0.71,Conventional,2020,Indianapolis
1.41,Organic,2020,Indianapolis
1.02,Conventional,2020,Jacksonville
1.45,Organic,2020,Jacksonville
0.93,Conventional,2020,Las Vegas
1.34,Organic,2020,Las Vegas
1.11,Conventional,2020,Los Angeles
1.71,Organic,2020,Los Angeles
0.76,Conventional,2020,Louisville
1.5,Organic,2020,Louisville
0.95,Conventional,2020,Miami/Ft. Lauderdale
1.56,Organic,2020,Miami/Ft. Lauderdale
0.95,Conventional,2020,Midsouth
1.55,Organic,2020,Midsouth
0.83,Conventional,2020,Nashville
1.55,Organic,2020,Nashville
0.84,Conventional,2020,New Orleans/Mobile
1.24,Organic,2020,New Orleans/Mobile
1.11,Conventional,2020,New York
1.76,Organic,2020,New York
1.08,Conventional,2020,Northeast
1.75,Organic,2020,Northeast
0.88,Conventional,2020,Northern New England
1.75,Organic,2020,Northern New England
0.89,Conventional,2020,Orlando
1.3,Organic,2020,Orlando
1.01,Conventional,2020,Philadelphia
1.59,Organic,2020,Philadelphia
0.74,Conventional,2020,Phoenix/Tucson
1.3,Organic,2020,Phoenix/Tucson
1.15,Conventional,2020,Pittsburgh
1.52,Organic,2020,Pittsburgh
0.96,Conventional,2020,Plains
1.3,Organic,2020,Plains
1.04,Conventional,2020,Portland
1.63,Organic,2020,Portland
0.93,Conventional,2020,Raleigh/Greensboro
1.54,Organic,2020,Raleigh/Greensboro
0.81,Conventional,2020,Richmond/Norfolk
1.47,Organic,2020,Richmond/Norfolk
0.78,Conventional,2020,Roanoke
1.48,Organic,2020,Roanoke
1.04,Conventional,2020,Sacramento
1.81,Organic,2020,Sacramento
1.1,Conventional,2020,San Diego
1.99,Organic,2020,San Diego
1.21,Conventional,2020,San Francisco
1.97,Organic,2020,San Francisco
1.21,Conventional,2020,Seattle
1.95,Organic,2020,Seattle
0.95,Conventional,2020,South Carolina
1.6,Organic,2020,South Carolina
0.73,Conventional,2020,South Central
1.27,Organic,2020,South Central
0.89,Conventional,2020,Southeast
1.51,Organic,2020,Southeast
1.09,Conventional,2020,Spokane
1.69,Organic,2020,Spokane
0.92,Conventional,2020,St. Louis
1.88,Organic,2020,St. Louis
1.03,Conventional,2020,Syracuse
1.47,Organic,2020,Syracuse
0.86,Conventional,2020,Tampa
1.35,Organic,2020,Tampa
0.95,Conventional,2020,West
1.55,Organic,2020,West
0.74,Conventional,2020,West Tex/New Mexico
1.49,Organic,2020,West Tex/New Mexico
1.3,Conventional,2020,Albany
1.66,Organic,2020,Albany
0.81,Conventional,2020,Atlanta
1.7,Organic,2020,Atlanta
1,Conventional,2020,Baltimore/Washington
1.69,Organic,2020,Baltimore/Washington
1.09,Conventional,2020,Boise
1.76,Organic,2020,Boise
1.3,Conventional,2020,Boston
1.93,Organic,2020,Boston
1,Conventional,2020,Buffalo/Rochester
1.54,Organic,2020,Buffalo/Rochester
1.14,Conventional,2020,California
1.84,Organic,2020,California
1.13,Conventional,2020,Charlotte
1.65,Organic,2020,Charlotte
1.33,Conventional,2020,Chicago
1.61,Organic,2020,Chicago
0.97,Conventional,2020,Cincinnati/Dayton
1.63,Organic,2020,Cincinnati/Dayton
0.89,Conventional,2020,Columbus
1.46,Organic,2020,Columbus
0.72,Conventional,2020,Dallas/Ft. Worth
1.24,Organic,2020,Dallas/Ft. Worth
0.99,Conventional,2020,Denver
1.28,Organic,2020,Denver
0.86,Conventional,2020,Detroit
1.38,Organic,2020,Detroit
1.37,Conventional,2020,Grand Rapids
1.65,Organic,2020,Grand Rapids
1.01,Conventional,2020,Great Lakes
1.51,Organic,2020,Great Lakes
1.02,Conventional,2020,Harrisburg/Scranton
1.6,Organic,2020,Harrisburg/Scranton
1.19,Conventional,2020,Hartford/Springfield
2.15,Organic,2020,Hartford/Springfield
0.77,Conventional,2020,Houston
1.3,Organic,2020,Houston
0.76,Conventional,2020,Indianapolis
1.39,Organic,2020,Indianapolis
0.91,Conventional,2020,Jacksonville
1.49,Organic,2020,Jacksonville
0.93,Conventional,2020,Las Vegas
1.35,Organic,2020,Las Vegas
1,Conventional,2020,Los Angeles
1.71,Organic,2020,Los Angeles
0.96,Conventional,2020,Louisville
1.52,Organic,2020,Louisville
0.89,Conventional,2020,Miami/Ft. Lauderdale
1.72,Organic,2020,Miami/Ft. Lauderdale
0.97,Conventional,2020,Midsouth
1.55,Organic,2020,Midsouth
0.86,Conventional,2020,Nashville
1.59,Organic,2020,Nashville
0.78,Conventional,2020,New Orleans/Mobile
1.44,Organic,2020,New Orleans/Mobile
1.09,Conventional,2020,New York
1.8,Organic,2020,New York
1.12,Conventional,2020,Northeast
1.77,Organic,2020,Northeast
1.14,Conventional,2020,Northern New England
1.82,Organic,2020,Northern New England
0.86,Conventional,2020,Orlando
1.52,Organic,2020,Orlando
1,Conventional,2020,Philadelphia
1.59,Organic,2020,Philadelphia
0.75,Conventional,2020,Phoenix/Tucson
1.29,Organic,2020,Phoenix/Tucson
0.93,Conventional,2020,Pittsburgh
1.55,Organic,2020,Pittsburgh
0.97,Conventional,2020,Plains
1.37,Organic,2020,Plains
1.03,Conventional,2020,Portland
1.61,Organic,2020,Portland
1.03,Conventional,2020,Raleigh/Greensboro
1.51,Organic,2020,Raleigh/Greensboro
0.96,Conventional,2020,Richmond/Norfolk
1.43,Organic,2020,Richmond/Norfolk
0.89,Conventional,2020,Roanoke
1.45,Organic,2020,Roanoke
1.35,Conventional,2020,Sacramento
1.86,Organic,2020,Sacramento
1.05,Conventional,2020,San Diego
1.98,Organic,2020,San Diego
1.45,Conventional,2020,San Francisco
1.97,Organic,2020,San Francisco
1.3,Conventional,2020,Seattle
2.09,Organic,2020,Seattle
0.97,Conventional,2020,South Carolina
1.62,Organic,2020,South Carolina
0.75,Conventional,2020,South Central
1.3,Organic,2020,South Central
0.87,Conventional,2020,Southeast
1.67,Organic,2020,Southeast
1.14,Conventional,2020,Spokane
1.69,Organic,2020,Spokane
0.96,Conventional,2020,St. Louis
1.8,Organic,2020,St. Louis
1.17,Conventional,2020,Syracuse
1.47,Organic,2020,Syracuse
0.83,Conventional,2020,Tampa
1.63,Organic,2020,Tampa
0.95,Conventional,2020,West
1.58,Organic,2020,West
0.75,Conventional,2020,West Tex/New Mexico
1.56,Organic,2020,West Tex/New Mexico
1,Conventional,2020,Albany
1.51,Organic,2020,Albany
0.81,Conventional,2020,Atlanta
1.67,Organic,2020,Atlanta
1.03,Conventional,2020,Baltimore/Washington
1.59,Organic,2020,Baltimore/Washington
1.1,Conventional,2020,Boise
1.74,Organic,2020,Boise
1.37,Conventional,2020,Boston
1.86,Organic,2020,Boston
0.99,Conventional,2020,Buffalo/Rochester
1.5,Organic,2020,Buffalo/Rochester
1.01,Conventional,2020,California
1.84,Organic,2020,California
0.95,Conventional,2020,Charlotte
1.55,Organic,2020,Charlotte
1.35,Conventional,2020,Chicago
1.59,Organic,2020,Chicago
0.78,Conventional,2020,Cincinnati/Dayton
1.46,Organic,2020,Cincinnati/Dayton
0.76,Conventional,2020,Columbus
1.38,Organic,2020,Columbus
0.7,Conventional,2020,Dallas/Ft. Worth
1.22,Organic,2020,Dallas/Ft. Worth
0.95,Conventional,2020,Denver
1.32,Organic,2020,Denver
0.84,Conventional,2020,Detroit
1.4,Organic,2020,Detroit
1.34,Conventional,2020,Grand Rapids
1.64,Organic,2020,Grand Rapids
0.97,Conventional,2020,Great Lakes
1.47,Organic,2020,Great Lakes
0.97,Conventional,2020,Harrisburg/Scranton
1.55,Organic,2020,Harrisburg/Scranton
1.26,Conventional,2020,Hartford/Springfield
2.05,Organic,2020,Hartford/Springfield
0.78,Conventional,2020,Houston
1.28,Organic,2020,Houston
0.76,Conventional,2020,Indianapolis
1.39,Organic,2020,Indianapolis
0.9,Conventional,2020,Jacksonville
1.03,Organic,2020,Jacksonville
0.98,Conventional,2020,Las Vegas
1.45,Organic,2020,Las Vegas
0.97,Conventional,2020,Los Angeles
1.68,Organic,2020,Los Angeles
0.97,Conventional,2020,Louisville
1.5,Organic,2020,Louisville
0.9,Conventional,2020,Miami/Ft. Lauderdale
1.54,Organic,2020,Miami/Ft. Lauderdale
0.95,Conventional,2020,Midsouth
1.51,Organic,2020,Midsouth
0.84,Conventional,2020,Nashville
1.51,Organic,2020,Nashville
0.79,Conventional,2020,New Orleans/Mobile
1.29,Organic,2020,New Orleans/Mobile
1.1,Conventional,2020,New York
1.84,Organic,2020,New York
1.11,Conventional,2020,Northeast
1.73,Organic,2020,Northeast
1.11,Conventional,2020,Northern New England
1.55,Organic,2020,Northern New England
0.87,Conventional,2020,Orlando
1.04,Organic,2020,Orlando
0.93,Conventional,2020,Philadelphia
1.64,Organic,2020,Philadelphia
0.81,Conventional,2020,Phoenix/Tucson
1.33,Organic,2020,Phoenix/Tucson
1.14,Conventional,2020,Pittsburgh
1.47,Organic,2020,Pittsburgh
0.98,Conventional,2020,Plains
1.28,Organic,2020,Plains
1.09,Conventional,2020,Portland
1.71,Organic,2020,Portland
0.94,Conventional,2020,Raleigh/Greensboro
1.45,Organic,2020,Raleigh/Greensboro
0.95,Conventional,2020,Richmond/Norfolk
1.46,Organic,2020,Richmond/Norfolk
0.92,Conventional,2020,Roanoke
1.49,Organic,2020,Roanoke
1,Conventional,2020,Sacramento
1.85,Organic,2020,Sacramento
0.99,Conventional,2020,San Diego
1.96,Organic,2020,San Diego
1.13,Conventional,2020,San Francisco
2.03,Organic,2020,San Francisco
1.23,Conventional,2020,Seattle
1.88,Organic,2020,Seattle
0.94,Conventional,2020,South Carolina
1.48,Organic,2020,South Carolina
0.75,Conventional,2020,South Central
1.29,Organic,2020,South Central
0.87,Conventional,2020,Southeast
1.47,Organic,2020,Southeast
1.07,Conventional,2020,Spokane
1.91,Organic,2020,Spokane
0.91,Conventional,2020,St. Louis
1.78,Organic,2020,St. Louis
1.02,Conventional,2020,Syracuse
1.49,Organic,2020,Syracuse
0.84,Conventional,2020,Tampa
0.96,Organic,2020,Tampa
0.96,Conventional,2020,West
1.58,Organic,2020,West
0.78,Conventional,2020,West Tex/New Mexico
1.56,Organic,2020,West Tex/New Mexico
1.01,Conventional,2020,Albany
1.69,Organic,2020,Albany
0.77,Conventional,2020,Atlanta
1.52,Organic,2020,Atlanta
1.09,Conventional,2020,Baltimore/Washington
1.5,Organic,2020,Baltimore/Washington
0.99,Conventional,2020,Boise
1.69,Organic,2020,Boise
1.22,Conventional,2020,Boston
1.87,Organic,2020,Boston
1,Conventional,2020,Buffalo/Rochester
1.43,Organic,2020,Buffalo/Rochester
1.11,Conventional,2020,California
1.76,Organic,2020,California
1.15,Conventional,2020,Charlotte
1.54,Organic,2020,Charlotte
0.89,Conventional,2020,Chicago
1.58,Organic,2020,Chicago
0.81,Conventional,2020,Cincinnati/Dayton
1.46,Organic,2020,Cincinnati/Dayton
0.74,Conventional,2020,Columbus
1.4,Organic,2020,Columbus
0.7,Conventional,2020,Dallas/Ft. Worth
1.19,Organic,2020,Dallas/Ft. Worth
1.02,Conventional,2020,Denver
1.3,Organic,2020,Denver
0.82,Conventional,2020,Detroit
1.38,Organic,2020,Detroit
1.23,Conventional,2020,Grand Rapids
1.62,Organic,2020,Grand Rapids
0.87,Conventional,2020,Great Lakes
1.46,Organic,2020,Great Lakes
0.95,Conventional,2020,Harrisburg/Scranton
1.38,Organic,2020,Harrisburg/Scranton
1.27,Conventional,2020,Hartford/Springfield
1.94,Organic,2020,Hartford/Springfield
0.74,Conventional,2020,Houston
1.24,Organic,2020,Houston
0.78,Conventional,2020,Indianapolis
1.36,Organic,2020,Indianapolis
1,Conventional,2020,Jacksonville
1.14,Organic,2020,Jacksonville
0.9,Conventional,2020,Las Vegas
1.41,Organic,2020,Las Vegas
0.98,Conventional,2020,Los Angeles
1.66,Organic,2020,Los Angeles
0.89,Conventional,2020,Louisville
1.47,Organic,2020,Louisville
0.97,Conventional,2020,Miami/Ft. Lauderdale
1.64,Organic,2020,Miami/Ft. Lauderdale
0.98,Conventional,2020,Midsouth
1.44,Organic,2020,Midsouth
0.83,Conventional,2020,Nashville
1.41,Organic,2020,Nashville
0.82,Conventional,2020,New Orleans/Mobile
1.38,Organic,2020,New Orleans/Mobile
1.13,Conventional,2020,New York
1.7,Organic,2020,New York
1.09,Conventional,2020,Northeast
1.65,Organic,2020,Northeast
0.94,Conventional,2020,Northern New England
1.67,Organic,2020,Northern New England
0.91,Conventional,2020,Orlando
1.05,Organic,2020,Orlando
0.99,Conventional,2020,Philadelphia
1.46,Organic,2020,Philadelphia
0.71,Conventional,2020,Phoenix/Tucson
1.36,Organic,2020,Phoenix/Tucson
0.92,Conventional,2020,Pittsburgh
1.48,Organic,2020,Pittsburgh
0.97,Conventional,2020,Plains
1.3,Organic,2020,Plains
1.07,Conventional,2020,Portland
1.62,Organic,2020,Portland
1.01,Conventional,2020,Raleigh/Greensboro
1.4,Organic,2020,Raleigh/Greensboro
0.9,Conventional,2020,Richmond/Norfolk
1.35,Organic,2020,Richmond/Norfolk
0.85,Conventional,2020,Roanoke
1.43,Organic,2020,Roanoke
1.4,Conventional,2020,Sacramento
1.65,Organic,2020,Sacramento
0.95,Conventional,2020,San Diego
1.92,Organic,2020,San Diego
1.46,Conventional,2020,San Francisco
1.88,Organic,2020,San Francisco
1.2,Conventional,2020,Seattle
1.81,Organic,2020,Seattle
1,Conventional,2020,South Carolina
1.44,Organic,2020,South Carolina
0.74,Conventional,2020,South Central
1.25,Organic,2020,South Central
0.9,Conventional,2020,Southeast
1.43,Organic,2020,Southeast
1.04,Conventional,2020,Spokane
1.76,Organic,2020,Spokane
0.92,Conventional,2020,St. Louis
1.91,Organic,2020,St. Louis
1.03,Conventional,2020,Syracuse
1.43,Organic,2020,Syracuse
0.92,Conventional,2020,Tampa
1.04,Organic,2020,Tampa
0.92,Conventional,2020,West
1.54,Organic,2020,West
0.76,Conventional,2020,West Tex/New Mexico
1.5,Organic,2020,West Tex/New Mexico
1.33,Conventional,2020,Albany
1.62,Organic,2020,Albany
0.78,Conventional,2020,Atlanta
1.54,Organic,2020,Atlanta
1.14,Conventional,2020,Baltimore/Washington
1.51,Organic,2020,Baltimore/Washington
1.08,Conventional,2020,Boise
1.76,Organic,2020,Boise
1.32,Conventional,2020,Boston
1.89,Organic,2020,Boston
1,Conventional,2020,Buffalo/Rochester
1.42,Organic,2020,Buffalo/Rochester
1.12,Conventional,2020,California
1.85,Organic,2020,California
0.84,Conventional,2020,Charlotte
1.58,Organic,2020,Charlotte
1.14,Conventional,2020,Chicago
1.59,Organic,2020,Chicago
1.01,Conventional,2020,Cincinnati/Dayton
1.61,Organic,2020,Cincinnati/Dayton
0.93,Conventional,2020,Columbus
1.42,Organic,2020,Columbus
0.69,Conventional,2020,Dallas/Ft. Worth
1.22,Organic,2020,Dallas/Ft. Worth
0.96,Conventional,2020,Denver
1.29,Organic,2020,Denver
1,Conventional,2020,Detroit
1.45,Organic,2020,Detroit
1.23,Conventional,2020,Grand Rapids
1.58,Organic,2020,Grand Rapids
1.03,Conventional,2020,Great Lakes
1.5,Organic,2020,Great Lakes
1.04,Conventional,2020,Harrisburg/Scranton
1.44,Organic,2020,Harrisburg/Scranton
1.22,Conventional,2020,Hartford/Springfield
1.94,Organic,2020,Hartford/Springfield
0.75,Conventional,2020,Houston
1.24,Organic,2020,Houston
0.92,Conventional,2020,Indianapolis
1.41,Organic,2020,Indianapolis
0.98,Conventional,2020,Jacksonville
1.15,Organic,2020,Jacksonville
0.9,Conventional,2020,Las Vegas
1.39,Organic,2020,Las Vegas
1.06,Conventional,2020,Los Angeles
1.75,Organic,2020,Los Angeles
0.89,Conventional,2020,Louisville
1.51,Organic,2020,Louisville
0.97,Conventional,2020,Miami/Ft. Lauderdale
1.42,Organic,2020,Miami/Ft. Lauderdale
0.91,Conventional,2020,Midsouth
1.47,Organic,2020,Midsouth
0.82,Conventional,2020,Nashville
1.52,Organic,2020,Nashville
0.82,Conventional,2020,New Orleans/Mobile
1.44,Organic,2020,New Orleans/Mobile
1.06,Conventional,2020,New York
1.69,Organic,2020,New York
1.11,Conventional,2020,Northeast
1.66,Organic,2020,Northeast
1.04,Conventional,2020,Northern New England
1.68,Organic,2020,Northern New England
0.91,Conventional,2020,Orlando
1.1,Organic,2020,Orlando
1,Conventional,2020,Philadelphia
1.49,Organic,2020,Philadelphia
0.83,Conventional,2020,Phoenix/Tucson
1.37,Organic,2020,Phoenix/Tucson
1.16,Conventional,2020,Pittsburgh
1.47,Organic,2020,Pittsburgh
0.97,Conventional,2020,Plains
1.3,Organic,2020,Plains
1.14,Conventional,2020,Portland
1.63,Organic,2020,Portland
0.82,Conventional,2020,Raleigh/Greensboro
1.45,Organic,2020,Raleigh/Greensboro
0.78,Conventional,2020,Richmond/Norfolk
1.36,Organic,2020,Richmond/Norfolk
0.8,Conventional,2020,Roanoke
1.48,Organic,2020,Roanoke
1.04,Conventional,2020,Sacramento
1.8,Organic,2020,Sacramento
1.09,Conventional,2020,San Diego
1.94,Organic,2020,San Diego
1.38,Conventional,2020,San Francisco
1.96,Organic,2020,San Francisco
1.34,Conventional,2020,Seattle
1.96,Organic,2020,Seattle
0.86,Conventional,2020,South Carolina
1.44,Organic,2020,South Carolina
0.74,Conventional,2020,South Central
1.28,Organic,2020,South Central
0.89,Conventional,2020,Southeast
1.36,Organic,2020,Southeast
1.14,Conventional,2020,Spokane
1.84,Organic,2020,Spokane
1.01,Conventional,2020,St. Louis
2.22,Organic,2020,St. Louis
1.15,Conventional,2020,Syracuse
1.43,Organic,2020,Syracuse
0.94,Conventional,2020,Tampa
1.1,Organic,2020,Tampa
0.97,Conventional,2020,West
1.58,Organic,2020,West
0.77,Conventional,2020,West Tex/New Mexico
1.5,Organic,2020,West Tex/New Mexico
1.23,Conventional,2020,Albany
1.54,Organic,2020,Albany
0.79,Conventional,2020,Atlanta
1.7,Organic,2020,Atlanta
1.12,Conventional,2020,Baltimore/Washington
1.48,Organic,2020,Baltimore/Washington
1.08,Conventional,2020,Boise
1.86,Organic,2020,Boise
1.36,Conventional,2020,Boston
1.83,Organic,2020,Boston
1.02,Conventional,2020,Buffalo/Rochester
1.4,Organic,2020,Buffalo/Rochester
1.15,Conventional,2020,California
1.76,Organic,2020,California
1.13,Conventional,2020,Charlotte
1.62,Organic,2020,Charlotte
1.35,Conventional,2020,Chicago
1.57,Organic,2020,Chicago
0.84,Conventional,2020,Cincinnati/Dayton
1.54,Organic,2020,Cincinnati/Dayton
0.78,Conventional,2020,Columbus
1.36,Organic,2020,Columbus
0.68,Conventional,2020,Dallas/Ft. Worth
1.19,Organic,2020,Dallas/Ft. Worth
0.95,Conventional,2020,Denver
1.29,Organic,2020,Denver
0.83,Conventional,2020,Detroit
1.37,Organic,2020,Detroit
1.19,Conventional,2020,Grand Rapids
1.33,Organic,2020,Grand Rapids
0.96,Conventional,2020,Great Lakes
1.45,Organic,2020,Great Lakes
1.01,Conventional,2020,Harrisburg/Scranton
1.35,Organic,2020,Harrisburg/Scranton
1.16,Conventional,2020,Hartford/Springfield
1.91,Organic,2020,Hartford/Springfield
0.72,Conventional,2020,Houston
1.23,Organic,2020,Houston
0.78,Conventional,2020,Indianapolis
1.39,Organic,2020,Indianapolis
0.99,Conventional,2020,Jacksonville
1.15,Organic,2020,Jacksonville
0.87,Conventional,2020,Las Vegas
1.39,Organic,2020,Las Vegas
1.13,Conventional,2020,Los Angeles
1.66,Organic,2020,Los Angeles
0.91,Conventional,2020,Louisville
1.52,Organic,2020,Louisville
1,Conventional,2020,Miami/Ft. Lauderdale
1.34,Organic,2020,Miami/Ft. Lauderdale
1,Conventional,2020,Midsouth
1.47,Organic,2020,Midsouth
0.82,Conventional,2020,Nashville
1.49,Organic,2020,Nashville
0.81,Conventional,2020,New Orleans/Mobile
1.37,Organic,2020,New Orleans/Mobile
1.07,Conventional,2020,New York
1.62,Organic,2020,New York
1.11,Conventional,2020,Northeast
1.6,Organic,2020,Northeast
1.16,Conventional,2020,Northern New England
1.78,Organic,2020,Northern New England
0.91,Conventional,2020,Orlando
1.09,Organic,2020,Orlando
0.98,Conventional,2020,Philadelphia
1.45,Organic,2020,Philadelphia
0.8,Conventional,2020,Phoenix/Tucson
1.35,Organic,2020,Phoenix/Tucson
1.17,Conventional,2020,Pittsburgh
1.46,Organic,2020,Pittsburgh
0.99,Conventional,2020,Plains
1.27,Organic,2020,Plains
1.1,Conventional,2020,Portland
1.73,Organic,2020,Portland
1.01,Conventional,2020,Raleigh/Greensboro
1.51,Organic,2020,Raleigh/Greensboro
0.99,Conventional,2020,Richmond/Norfolk
1.36,Organic,2020,Richmond/Norfolk
0.91,Conventional,2020,Roanoke
1.45,Organic,2020,Roanoke
1.14,Conventional,2020,Sacramento
1.85,Organic,2020,Sacramento
1.15,Conventional,2020,San Diego
1.67,Organic,2020,San Diego
1.22,Conventional,2020,San Francisco
1.96,Organic,2020,San Francisco
1.32,Conventional,2020,Seattle
2.14,Organic,2020,Seattle
0.97,Conventional,2020,South Carolina
1.51,Organic,2020,South Carolina
0.71,Conventional,2020,South Central
1.26,Organic,2020,South Central
0.91,Conventional,2020,Southeast
1.39,Organic,2020,Southeast
1.14,Conventional,2020,Spokane
1.87,Organic,2020,Spokane
0.9,Conventional,2020,St. Louis
2.13,Organic,2020,St. Louis
1.13,Conventional,2020,Syracuse
1.44,Organic,2020,Syracuse
0.92,Conventional,2020,Tampa
1.08,Organic,2020,Tampa
0.95,Conventional,2020,West
1.6,Organic,2020,West
0.69,Conventional,2020,West Tex/New Mexico
1.42,Organic,2020,West Tex/New Mexico
1.1,Conventional,2020,Albany
1.51,Organic,2020,Albany
0.79,Conventional,2020,Atlanta
1.63,Organic,2020,Atlanta
1.08,Conventional,2020,Baltimore/Washington
1.55,Organic,2020,Baltimore/Washington
1.1,Conventional,2020,Boise
1.78,Organic,2020,Boise
1.26,Conventional,2020,Boston
1.85,Organic,2020,Boston
0.98,Conventional,2020,Buffalo/Rochester
1.42,Organic,2020,Buffalo/Rochester
1.08,Conventional,2020,California
1.6,Organic,2020,California
1.12,Conventional,2020,Charlotte
1.52,Organic,2020,Charlotte
1.24,Conventional,2020,Chicago
1.55,Organic,2020,Chicago
0.87,Conventional,2020,Cincinnati/Dayton
1.52,Organic,2020,Cincinnati/Dayton
0.77,Conventional,2020,Columbus
1.38,Organic,2020,Columbus
0.67,Conventional,2020,Dallas/Ft. Worth
1.19,Organic,2020,Dallas/Ft. Worth
1.06,Conventional,2020,Denver
1.24,Organic,2020,Denver
0.88,Conventional,2020,Detroit
1.34,Organic,2020,Detroit
1.25,Conventional,2020,Grand Rapids
1.19,Organic,2020,Grand Rapids
0.98,Conventional,2020,Great Lakes
1.41,Organic,2020,Great Lakes
0.98,Conventional,2020,Harrisburg/Scranton
1.34,Organic,2020,Harrisburg/Scranton
1.26,Conventional,2020,Hartford/Springfield
1.95,Organic,2020,Hartford/Springfield
0.72,Conventional,2020,Houston
1.26,Organic,2020,Houston
0.84,Conventional,2020,Indianapolis
1.32,Organic,2020,Indianapolis
0.98,Conventional,2020,Jacksonville
1.08,Organic,2020,Jacksonville
0.9,Conventional,2020,Las Vegas
1.39,Organic,2020,Las Vegas
1.02,Conventional,2020,Los Angeles
1.47,Organic,2020,Los Angeles
0.98,Conventional,2020,Louisville
1.48,Organic,2020,Louisville
0.98,Conventional,2020,Miami/Ft. Lauderdale
1.34,Organic,2020,Miami/Ft. Lauderdale
1,Conventional,2020,Midsouth
1.47,Organic,2020,Midsouth
0.82,Conventional,2020,Nashville
1.43,Organic,2020,Nashville
0.77,Conventional,2020,New Orleans/Mobile
1.25,Organic,2020,New Orleans/Mobile
1.05,Conventional,2020,New York
1.72,Organic,2020,New York
1.07,Conventional,2020,Northeast
1.64,Organic,2020,Northeast
1.09,Conventional,2020,Northern New England
1.66,Organic,2020,Northern New England
0.94,Conventional,2020,Orlando
1.07,Organic,2020,Orlando
0.91,Conventional,2020,Philadelphia
1.47,Organic,2020,Philadelphia
0.84,Conventional,2020,Phoenix/Tucson
1.35,Organic,2020,Phoenix/Tucson
0.9,Conventional,2020,Pittsburgh
1.51,Organic,2020,Pittsburgh
0.84,Conventional,2020,Plains
1.26,Organic,2020,Plains
1.12,Conventional,2020,Portland
1.69,Organic,2020,Portland
1.03,Conventional,2020,Raleigh/Greensboro
1.44,Organic,2020,Raleigh/Greensboro
0.99,Conventional,2020,Richmond/Norfolk
1.36,Organic,2020,Richmond/Norfolk
0.94,Conventional,2020,Roanoke
1.44,Organic,2020,Roanoke
1.1,Conventional,2020,Sacramento
1.8,Organic,2020,Sacramento
0.96,Conventional,2020,San Diego
1.38,Organic,2020,San Diego
1.36,Conventional,2020,San Francisco
1.93,Organic,2020,San Francisco
1.31,Conventional,2020,Seattle
2,Organic,2020,Seattle
0.97,Conventional,2020,South Carolina
1.43,Organic,2020,South Carolina
0.71,Conventional,2020,South Central
1.25,Organic,2020,South Central
0.91,Conventional,2020,Southeast
1.34,Organic,2020,Southeast
1.17,Conventional,2020,Spokane
1.86,Organic,2020,Spokane
0.89,Conventional,2020,St. Louis
1.95,Organic,2020,St. Louis
1.05,Conventional,2020,Syracuse
1.43,Organic,2020,Syracuse
0.92,Conventional,2020,Tampa
1.06,Organic,2020,Tampa
0.98,Conventional,2020,West
1.56,Organic,2020,West
0.69,Conventional,2020,West Tex/New Mexico
1.41,Organic,2020,West Tex/New Mexico
1.03,Conventional,2020,Albany
1.49,Organic,2020,Albany
0.78,Conventional,2020,Atlanta
1.5,Organic,2020,Atlanta
1.11,Conventional,2020,Baltimore/Washington
1.45,Organic,2020,Baltimore/Washington
1.05,Conventional,2020,Boise
1.64,Organic,2020,Boise
1.22,Conventional,2020,Boston
1.85,Organic,2020,Boston
0.99,Conventional,2020,Buffalo/Rochester
1.48,Organic,2020,Buffalo/Rochester
1.11,Conventional,2020,California
1.65,Organic,2020,California
1.07,Conventional,2020,Charlotte
1.54,Organic,2020,Charlotte
1.08,Conventional,2020,Chicago
1.5,Organic,2020,Chicago
1.01,Conventional,2020,Cincinnati/Dayton
1.58,Organic,2020,Cincinnati/Dayton
0.93,Conventional,2020,Columbus
1.38,Organic,2020,Columbus
0.72,Conventional,2020,Dallas/Ft. Worth
1.09,Organic,2020,Dallas/Ft. Worth
0.91,Conventional,2020,Denver
1.22,Organic,2020,Denver
1,Conventional,2020,Detroit
1.36,Organic,2020,Detroit
1.2,Conventional,2020,Grand Rapids
1.22,Organic,2020,Grand Rapids
1.01,Conventional,2020,Great Lakes
1.41,Organic,2020,Great Lakes
0.98,Conventional,2020,Harrisburg/Scranton
1.36,Organic,2020,Harrisburg/Scranton
1.27,Conventional,2020,Hartford/Springfield
1.97,Organic,2020,Hartford/Springfield
0.83,Conventional,2020,Houston
1.29,Organic,2020,Houston
0.93,Conventional,2020,Indianapolis
1.36,Organic,2020,Indianapolis
0.95,Conventional,2020,Jacksonville
1.02,Organic,2020,Jacksonville
0.86,Conventional,2020,Las Vegas
1.37,Organic,2020,Las Vegas
1.06,Conventional,2020,Los Angeles
1.5,Organic,2020,Los Angeles
0.81,Conventional,2020,Louisville
1.45,Organic,2020,Louisville
0.98,Conventional,2020,Miami/Ft. Lauderdale
1.18,Organic,2020,Miami/Ft. Lauderdale
0.95,Conventional,2020,Midsouth
1.43,Organic,2020,Midsouth
0.79,Conventional,2020,Nashville
1.43,Organic,2020,Nashville
0.76,Conventional,2020,New Orleans/Mobile
